indice,metodo,km_descricao,km_marco_m,distancia_eixo_m,area_m2,latitude,longitude
217,Apenas manual,9,10000,11.8,622.430438223315,-23.48078898418152,-46.8029300403761
218,"Spider, com ancoragem",9,9500,15.8,348.123870086199,-23.47539444778161,-46.8014839459004
219,Apenas manual,9,10000,96.4,756.939529445845,-23.48143340285461,-46.801985592539
220,Apenas manual,9,10000,87.8,1130.94695614465,-23.4812243469514,-46.8020273515407
221,Apenas manual,9,10000,115.8,481.427005821234,-23.48170745003174,-46.8018496166914
222,Apenas manual,9,9500,30.4,128.676680460089,-23.47418010815928,-46.8010367968914
223,Apenas manual,9,9500,40.8,154.502338727455,-23.47411927868325,-46.800918234352
224,Apenas manual,9,9500,43.2,2631.82988701058,-23.47381741453792,-46.8016867464697
225,Apenas manual,9,9000,3.9,2355.9694199811,-23.47352877015017,-46.8011423138346
226,Apenas manual,9,10000,106.2,491.369456026656,-23.48154074398188,-46.8019107100517
227,"Spider, Giro-Zero ou Trator com trincheira",10,10000,80.0,4825.16143226334,-23.48210802554852,-46.8022910772905
228,Trator com braço articulado,10,10000,68.0,1346.41230292516,-23.48191561140607,-46.8023698038333
229,Apenas manual,10,10000,135.9,337.183093519561,-23.48176139383191,-46.8016606278881
230,"Spider, Giro-Zero ou Trator com trincheira",10,10500,45.0,1052.32348392034,-23.48436424306436,-46.8031342539191
231,"Spider, Giro-Zero ou Trator com trincheira",10,10500,15.5,1584.90716307001,-23.48311378775018,-46.8034546326146
232,Trator com braço articulado,10,10000,3.7,888.187359668522,-23.48217134277446,-46.8030648958326
233,Apenas manual,10,10000,157.4,259.569545445448,-23.48205422499679,-46.8015076353437
234,Apenas manual,10,10000,66.0,1346.6760950044,-23.48191212297316,-46.8023890746035
235,Apenas manual,10,10000,145.4,413.512528429046,-23.48194301518301,-46.8016037547442
236,Apenas manual,10,10500,61.8,155.836359724197,-23.48443717707603,-46.8029904223736
237,Apenas manual,10,10500,5.0,4719.65619780602,-23.48431798112118,-46.8035871771249
238,Apenas manual,10,10000,7.8,1016.93006214017,-23.48198925122352,-46.8029862898081
239,Trator com braço articulado,12,12000,20.8,41.5048503601107,-23.49504148672649,-46.8138573038252
240,Apenas manual,12,11500,96.3,944.152495210051,-23.49083316946486,-46.8080816420336
241,Apenas manual,12,11500,112.3,800.574447294589,-23.490793273735,-46.8078459289646
242,Apenas manual,12,11500,29.7,153.725194296766,-23.49197406029981,-46.8106833174021
243,"Spider, Giro-Zero ou Trator com trincheira",12,11500,93.5,2371.8136068532,-23.49073664472875,-46.8080332132309
244,Apenas manual,12,11000,133.5,218.871705122438,-23.49034560094285,-46.8071934473415
245,Apenas manual,12,11000,72.1,1904.5556753805,-23.48957820885505,-46.807298939726
246,Trator com braço articulado,12,12500,30.1,2218.28764418602,-23.49683221367037,-46.816015979287
247,Trator com braço articulado,12,11500,29.4,233.756255478612,-23.49306934167606,-46.8111929506422
248,Apenas manual,12,11500,55.5,1317.32919427339,-23.49154340754382,-46.8092077624747
249,Apenas manual,12,12000,55.4,2261.08076532561,-23.49375184131799,-46.8133576865887
250,"Spider, Giro-Zero ou Trator com trincheira",12,12000,0.5,14721.5919653014,-23.49325748516518,-46.8118883745255
251,Apenas manual,12,11500,36.0,499.370837605466,-23.49302917284747,-46.8110408410902
252,Apenas manual,12,12500,28.2,2450.96871998764,-23.49685575247183,-46.8160758910444
253,Apenas manual,12,11500,42.4,1232.52692004731,-23.49204519327758,-46.8109673152977
254,Trator com braço articulado,12,11500,31.6,153.725211077671,-23.49196091263896,-46.8106954537043
255,"Spider, Giro-Zero ou Trator com trincheira",13,12500,31.8,6548.0777545334,-23.49912633824841,-46.8186818738709
256,"Spider, Giro-Zero ou Trator com trincheira",13,13000,51.9,8606.10273038242,-23.50279608285552,-46.820817419426
257,"Spider, Giro-Zero ou Trator com trincheira",13,13000,91.1,2227.87312957446,-23.5020646125818,-46.8208610488667
258,Trator com braço articulado,13,13000,107.5,261.40111941571,-23.5014624479293,-46.8207246896772
259,"Spider, Giro-Zero ou Trator com trincheira",13,13000,167.7,449.703295618122,-23.50107275203334,-46.8211766928716
260,Apenas manual,13,13000,90.0,2373.95509923498,-23.50247321250826,-46.8210631918484
261,Apenas manual,13,13500,16.9,622.227698100246,-23.50502423599692,-46.8212330834406
262,Apenas manual,13,13500,4.0,313.479191963824,-23.50448387128047,-46.8210907386697
263,Apenas manual,13,13000,139.1,742.753386533272,-23.50275215463498,-46.821742417321
264,Apenas manual,13,13000,89.7,143.912948540903,-23.50258822637595,-46.82111984688
265,Trator com braço articulado,13,13500,99.0,1300.94603835498,-23.50336048705774,-46.821624384245
266,Apenas manual,13,13500,62.3,700.713361220387,-23.50473495659676,-46.8219431094693
267,Trator com braço articulado,13,12500,71.5,130.560009198415,-23.49825670084935,-46.8186585571265
268,"Spider, Giro-Zero ou Trator com trincheira",13,13000,136.6,1686.51815283089,-23.50264743594781,-46.8216606188079
269,Trator com braço articulado,13,13000,85.5,37.6804536183776,-23.50046584120592,-46.8199649228295
270,"Spider, Giro-Zero ou Trator com trincheira",13,13500,21.4,1845.000997855,-23.50524983483064,-46.8213013712768
271,Apenas manual,13,13000,85.5,37.6804536183957,-23.50046584120663,-46.8199649228149
272,Trator com braço articulado,13,13000,87.9,130.571682699845,-23.50258814567746,-46.8211004082771
273,"Spider, Giro-Zero ou Trator com trincheira",13,13500,53.1,1631.61133040637,-23.50483059367534,-46.8218927259724
274,Trator com braço articulado,13,13000,92.5,22.0458641253733,-23.49917402563867,-46.8193661037333
275,Trator com braço articulado,13,12500,21.9,27.7226654271456,-23.49790974127528,-46.8174614553586
276,Apenas manual,13,13000,99.3,142.724587988762,-23.50121843222725,-46.8205082247331
277,Apenas manual,13,13000,168.6,141.094265612954,-23.50130292776673,-46.8213058657106
278,Apenas manual,13,13000,70.7,171.36674816351,-23.50225489037359,-46.8207383680455
279,Apenas manual,13,13000,85.5,722.860393703641,-23.50214088039974,-46.8208399448027
280,Apenas manual,13,13000,109.2,285.541477262038,-23.50147556941401,-46.8207505226523
281,Apenas manual,13,13000,92.5,22.0458641253733,-23.49917402563867,-46.8193661037333
282,"Spider, Giro-Zero ou Trator com trincheira",14,14000,83.7,1828.4085962522,-23.51057341835197,-46.8201327777705
283,"Spider, Giro-Zero ou Trator com trincheira",14,14000,87.7,5506.54908858656,-23.51141494219686,-46.8197620399346
284,Trator com braço articulado,14,14000,120.2,1719.74556631323,-23.51075293133519,-46.8204362464465
285,"Spider, Giro-Zero ou Trator com trincheira",14,14000,162.0,2070.07081218626,-23.50810426517353,-46.8221854809991
286,"Spider, Giro-Zero ou Trator com trincheira",14,14000,84.0,1548.2959060641,-23.50829005022114,-46.8212552756934
287,"Spider, Giro-Zero ou Trator com trincheira",14,14000,137.4,180.22950432676,-23.50891040003973,-46.8215256333428
288,"Spider, Giro-Zero ou Trator com trincheira",14,14000,141.1,323.096538919668,-23.50929712569213,-46.8213758137369
289,Apenas manual,14,13500,29.1,610.624182132092,-23.50558677622184,-46.8213652631931
290,Trator com braço articulado,14,13500,30.2,602.69871931363,-23.50560173318481,-46.8213459866258
291,Apenas manual,14,14000,185.8,165.997000243748,-23.50837514850076,-46.8223082354575
292,Apenas manual,14,14000,124.2,2008.84672085454,-23.51032621346492,-46.8206888884647
293,Trator com braço articulado,14,13500,63.4,20.3987419420155,-23.50734677798565,-46.8214968279891
294,Trator com braço articulado,14,14000,108.9,39.5778334776369,-23.51125844799227,-46.8200674057083
295,Trator com braço articulado,14,14000,76.6,1278.34491202403,-23.51030689247652,-46.8201868328232
296,Apenas manual,14,14500,114.3,473.678006774898,-23.51255066357637,-46.8170330555911
297,Trator com braço articulado,14,14000,55.3,22.0293974578654,-23.51149993575485,-46.8193722692745
298,Apenas manual,14,14000,76.9,1842.64190991737,-23.50979759522595,-46.8204398310291
299,Apenas manual,15,15000,551.4,417.993792912665,-23.51578018459912,-46.8118987773502
300,Apenas manual,15,15000,648.2,104.941272167547,-23.51465109390852,-46.8111503417167
301,Trator com braço articulado,15,15000,251.6,392.353358348875,-23.5174327991795,-46.8145678234532
302,Apenas manual,15,15000,482.4,131.585425048944,-23.51678887743368,-46.8123943835977
303,Trator com braço articulado,15,15000,212.5,55.0465905684136,-23.51811147562652,-46.8148284045135
304,Apenas manual,15,15000,461.4,731.69510251643,-23.51631776029463,-46.8126926421623
305,Trator com braço articulado,15,15000,217.7,586.408417244202,-23.51636470389392,-46.8151072213088
306,Apenas manual,15,15000,158.0,63.3483720225622,-23.51828593403622,-46.8153368752765
307,Apenas manual,15,15000,226.1,732.249697686529,-23.51870766288495,-46.8145795877727
308,Trator com braço articulado,15,15500,141.3,374.049844540397,-23.5204692707364,-46.81508950101
309,Apenas manual,15,15000,215.2,44.5348866336161,-23.51780784289598,-46.814858825456
310,Trator com braço articulado,15,15500,4.7,142.886162641318,-23.52059078280124,-46.8164247306008
311,Trator com braço articulado,15,15500,20.4,221.158432712576,-23.5214931166394,-46.8165041982302
312,Trator com braço articulado,15,15000,214.1,20.0023455209736,-23.51780996295061,-46.8148693555343
313,Apenas manual,15,15000,254.4,457.191069620025,-23.51742255762078,-46.8145417423895
314,Apenas manual,15,15000,185.3,377.712894963769,-23.51717767189156,-46.8152751429357
315,Apenas manual,15,15000,415.9,163.276223550844,-23.5174580521629,-46.8129288554898
316,Apenas manual,15,15000,408.6,874.247791857368,-23.51639377959961,-46.813203289579
317,Apenas manual,15,15000,363.0,1947.7282174876,-23.51611171911816,-46.8137105510457
318,Apenas manual,15,15000,134.8,178.208655569205,-23.51889600342511,-46.8154524844335
319,"Spider, Giro-Zero ou Trator com trincheira",15,15500,1.5,1398.53162585441,-23.52179616824647,-46.816261935757
320,Apenas manual,15,15000,63.4,758.742797037593,-23.51911717470429,-46.8161204752722
321,Apenas manual,15,15000,101.4,177.418971919102,-23.51979797686079,-46.8156130633613
322,Apenas manual,15,15000,28.7,209.834652846366,-23.51991711449749,-46.8168852520148
323,Apenas manual,15,15000,178.8,590.311602832064,-23.51924310872457,-46.8149490077547
324,Apenas manual,15,15500,24.8,168.30209926987,-23.52042958793904,-46.8162551554976
325,Apenas manual,15,15500,93.4,669.950787176041,-23.52060361873191,-46.8155402270511
326,Apenas manual,15,15500,6.7,150.520782408578,-23.52059061904458,-46.8164053774344
327,Apenas manual,15,15500,18.5,230.44244231728,-23.52149495708587,-46.8164847788122
328,Apenas manual,15,15500,75.8,898.788275505983,-23.52138028065596,-46.8155680917577
329,Trator com braço articulado,15,15000,187.4,364.999216606261,-23.51717754512185,-46.8152550220998
330,"Spider, Giro-Zero ou Trator com trincheira",15,15000,100.5,2008.23298643625,-23.51913040935265,-46.8157491343219
331,Apenas manual,15,15000,40.3,448.53832551133,-23.51903183342434,-46.8163663490183
332,Apenas manual,15,15000,55.4,1135.35579769606,-23.51775014015787,-46.8164590349838
333,Apenas manual,15,15000,74.1,1202.40475787104,-23.51801763273576,-46.8162226540632
334,"Spider, Giro-Zero ou Trator com trincheira",15,15000,154.3,3953.75427255802,-23.51655796160061,-46.8157012633059
335,Trator com braço articulado,15,15000,49.7,1050.07111012189,-23.517806196823,-46.8165049365102
336,"Spider, Giro-Zero ou Trator com trincheira",15,15000,26.3,6910.47121721626,-23.5183229515276,-46.8166398319081
337,Trator com braço articulado,15,15000,159.9,57.7187069254168,-23.51828791727802,-46.8153174241796
338,Trator com braço articulado,15,15000,136.7,170.097134820512,-23.51889880841764,-46.8154331395185
339,Trator com braço articulado,15,15000,37.6,429.033503924534,-23.51904623145817,-46.8163901647402
340,Trator com braço articulado,15,15000,82.5,91.3824967711957,-23.51850781120846,-46.8160460616111
341,Trator com braço articulado,15,15000,103.3,169.337413208649,-23.51980074884153,-46.8155937127734
342,Trator com braço articulado,15,15500,151.4,302.626587056957,-23.51980745447835,-46.8151142046051
343,"Spider, Giro-Zero ou Trator com trincheira",15,15500,4.7,660.987403561233,-23.52177154285794,-46.8162264342095
344,Trator com braço articulado,16,15500,23.1,214.838913885146,-23.52271201008873,-46.8166766587501
345,"Spider, Giro-Zero ou Trator com trincheira",16,16500,19.0,7918.49714488805,-23.530596615745,-46.8176972671119
346,Apenas manual,16,16500,14.8,22.7975787292205,-23.52976663953104,-46.817604511103
347,Apenas manual,16,16000,34.1,599.280027758013,-23.52645193779812,-46.8167993241766
348,Apenas manual,16,16000,33.2,323.354765041854,-23.52784372136643,-46.8170660575538
349,Trator com braço articulado,16,15500,33.9,180.392026452429,-23.52285106233133,-46.8161356576075
350,Trator com braço articulado,16,16500,14.8,22.7975787292205,-23.52976663953104,-46.817604511103
351,Apenas manual,16,16500,2.6,2387.14049915579,-23.53041499489627,-46.8178980561935
352,Apenas manual,16,15500,21.1,224.140869663709,-23.52271362846803,-46.8166572317784
353,Apenas manual,17,17500,25.0,1026.90484016802,-23.53811253688278,-46.8180578102073
354,Apenas manual,17,17000,23.3,2646.90051923741,-23.53465923331996,-46.8176171220743
355,Trator com braço articulado,17,17500,26.7,171.171698898059,-23.53925053207466,-46.8175409064594
356,"Spider, Giro-Zero ou Trator com trincheira",17,17500,38.4,968.71840951944,-23.53814463242777,-46.8174363974376
357,"Spider, Giro-Zero ou Trator com trincheira",17,17500,37.6,5439.93847177137,-23.53912827073405,-46.8181716928194
358,"Spider, Giro-Zero ou Trator com trincheira",17,17500,2.1,3239.5671468841,-23.5381649819473,-46.8178333867624
359,"Spider, Giro-Zero ou Trator com trincheira",17,17500,16.8,24.0000000118744,-23.53771712663593,-46.8179814745653
360,Trator com braço articulado,17,17500,23.3,414.763909287613,-23.5385531428354,-46.8180371123356
361,Apenas manual,18,17500,24.6,419.962774517934,-23.54157398117847,-46.8186998500222
362,"Spider, Giro-Zero ou Trator com trincheira",18,18500,34.9,1454.6833972494,-23.54769008633339,-46.8199753813007
363,Trator com braço articulado,18,17500,32.9,197.479822695387,-23.54012150114775,-46.8176674961946
364,"Spider, Giro-Zero ou Trator com trincheira",18,18000,33.0,84.0648590965656,-23.54433317802924,-46.8196343790657
365,Trator com braço articulado,18,17500,21.7,148.058265119153,-23.54003652263192,-46.8181972421108
366,Trator com braço articulado,18,18000,17.2,1348.01603124762,-23.54377043041859,-46.8193003503041
367,Apenas manual,18,18000,34.0,862.227982711623,-23.54523596489399,-46.8199225311002
368,Apenas manual,18,18000,15.3,1421.2057957089,-23.54378240601593,-46.8192840680664
369,Apenas manual,18,18000,34.8,1581.78218559467,-23.54418814831887,-46.8188984100001
370,"Spider, Giro-Zero ou Trator com trincheira",18,18500,30.6,1602.99999994095,-23.54752863335612,-46.8205932428968
371,Apenas manual,18,17500,45.4,374.449513318716,-23.54005852157461,-46.8175202889555
372,Trator com braço articulado,18,18000,14.8,18.0369077201974,-23.54408819174253,-46.819373360546
373,Trator com braço articulado,18,17500,41.3,52.7175061053975,-23.54097582693019,-46.8178447710754
374,Trator com braço articulado,18,17500,43.4,75.7868282870121,-23.54149918225003,-46.817983719861
375,Trator com braço articulado,18,18500,30.2,118.980758942334,-23.54680815107011,-46.8197514260049
376,"Spider, Giro-Zero ou Trator com trincheira",18,18000,42.7,8614.38785242145,-23.54397706614055,-46.8187538134487
377,"Spider, Giro-Zero ou Trator com trincheira",18,18000,23.0,10260.8002302969,-23.54376344767584,-46.8193570701723
378,"Spider, Giro-Zero ou Trator com trincheira",18,17500,37.0,2839.13785913429,-23.539800925078,-46.8175266032923
379,"Spider, Giro-Zero ou Trator com trincheira",18,18500,41.4,180.31622229525,-23.54760405002332,-46.8198824538709
380,"Spider, Giro-Zero ou Trator com trincheira",18,18000,8.1,3372.75826497878,-23.54381893695672,-46.8190576725469
381,Trator com braço articulado,18,18000,36.6,979.355704789793,-23.54426833615431,-46.8189052170675
382,Trator com braço articulado,18,18500,29.4,240.989804341917,-23.54771615336261,-46.820039199755
383,Apenas manual,18,17500,56.4,525.613892814715,-23.54149638727322,-46.817850928518
384,Apenas manual,19,18500,47.3,1106.27126184559,-23.55063107734357,-46.820659893317
385,Trator com braço articulado,19,19500,42.7,492.997604997299,-23.55668128069402,-46.8198843721126
386,Trator com braço articulado,19,19000,5.6,18.4865336553321,-23.55419082912625,-46.819708441487
387,"Spider, Giro-Zero ou Trator com trincheira",19,19500,14.3,1942.27597476502,-23.55519503223909,-46.8197835909196
388,"Spider, Giro-Zero ou Trator com trincheira",19,19000,32.6,413.555728803228,-23.55328723204831,-46.8201942268154
389,Apenas manual,19,18500,31.7,1367.65090253263,-23.54867200551076,-46.8201173397177
390,"Spider, Giro-Zero ou Trator com trincheira",19,19000,35.7,1879.47911104672,-23.55495141391175,-46.8200241530702
391,Apenas manual,19,19000,70.6,1225.61027895285,-23.55256728108717,-46.8192636020093
392,Apenas manual,19,19000,119.8,633.6940970822,-23.5543098851003,-46.8185683376864
393,Apenas manual,19,19000,183.2,930.094245194052,-23.55454057891556,-46.8179151106527
394,Apenas manual,19,19500,124.4,752.760037417327,-23.55510434473414,-46.8184270691805
395,Apenas manual,19,19500,130.6,436.425776810348,-23.55603167056503,-46.8182539406608
396,Apenas manual,19,19000,39.1,1594.89024118768,-23.55270922956518,-46.8195575933125
397,Apenas manual,19,19500,136.2,1433.9612791075,-23.55549609407676,-46.8182629865844
398,Apenas manual,19,19000,285.0,202.875234213412,-23.55433533990431,-46.8169359109367
399,"Spider, Giro-Zero ou Trator com trincheira",19,19000,90.8,5089.17901769786,-23.55390801225567,-46.8206932538274
400,"Spider, Giro-Zero ou Trator com trincheira",19,19000,59.2,11123.6497668728,-23.55395716927923,-46.8203759945205
401,"Spider, Giro-Zero ou Trator com trincheira",19,19000,163.2,2177.7201750061,-23.55425268719014,-46.8213658113674
402,Apenas manual,19,19000,274.6,293.312869886105,-23.5541135585936,-46.8170654183798
403,Apenas manual,19,19500,40.6,505.235837729767,-23.55667530693299,-46.8198641763176
404,"Spider, Giro-Zero ou Trator com trincheira",19,19500,113.2,1925.83109890955,-23.55609337723261,-46.8184182274446
405,"Spider, Giro-Zero ou Trator com trincheira",19,19500,166.0,168.000000001513,-23.55583471766912,-46.8179281443001
406,"Spider, Giro-Zero ou Trator com trincheira",19,19500,114.8,4468.54644331779,-23.55569226596989,-46.8184503696821
407,"Spider, Giro-Zero ou Trator com trincheira",19,19000,222.0,4087.94230722155,-23.55456307014492,-46.8175296451725
408,"Spider, Giro-Zero ou Trator com trincheira",19,19000,99.4,1011.06545201444,-23.55431947848623,-46.8187685696371
409,"Spider, Giro-Zero ou Trator com trincheira",19,19000,279.2,484.35153025043,-23.55409625431622,-46.8170219268441
410,Apenas manual,19,19000,190.7,463.075465365123,-23.55445951141073,-46.8216117198449
411,"Spider, Giro-Zero ou Trator com trincheira",19,19500,125.4,9530.47860324125,-23.55511402642804,-46.8184159893025
412,Apenas manual,19,19000,163.4,731.171990808338,-23.55420836547801,-46.8213733947717
413,Apenas manual,19,18500,42.4,1073.98522263396,-23.54943046941546,-46.8207563229991
414,Apenas manual,19,19000,111.1,565.091965814392,-23.55316220234208,-46.8209833073059
415,Apenas manual,19,19000,49.6,717.187720959001,-23.55496670018969,-46.8201595066893
416,Apenas manual,19,19000,5.6,18.4865336553321,-23.55419082912625,-46.819708441487
417,Apenas manual,19,19000,73.6,1868.6205980229,-23.55366867686497,-46.8205523032169
418,"Spider, Giro-Zero ou Trator com trincheira",19,20000,31.8,16634.9529067258,-23.55993734708404,-46.8190780292485
419,Apenas manual,19,19500,20.9,2647.01250056471,-23.5558497968837,-46.8197701458882
420,Apenas manual,19,19000,57.2,838.923108981118,-23.55398071896475,-46.8203533550881
421,Trator com braço articulado,19,19000,165.5,17.3051563591873,-23.55444027693738,-46.8181019615022
422,Trator com braço articulado,19,19000,69.6,23.7737862824849,-23.55398236668492,-46.8204754935957
423,Trator com braço articulado,19,19000,24.4,33.1643411285315,-23.55211774974521,-46.8202548005973
424,Trator com braço articulado,19,19500,138.4,16.2327676721859,-23.55537691552615,-46.8182555838418
425,Trator com braço articulado,19,19000,243.6,33.3366428773626,-23.55421753350372,-46.8173584049822
426,Trator com braço articulado,20,19500,76.7,136.457221499933,-23.55912789568873,-46.820150145943
427,Trator com braço articulado,20,19500,58.0,22.8678774519559,-23.55884600902036,-46.8199710237141
428,Trator com braço articulado,20,19500,67.6,156.45879084253,-23.55839297127512,-46.8200699357224
429,"Spider, Giro-Zero ou Trator com trincheira",20,20500,77.7,4368.10088458986,-23.56514304025118,-46.8200925205185
430,Trator com braço articulado,20,20000,87.1,62.3794803400384,-23.55969226953641,-46.8202463203277
431,"Spider, Giro-Zero ou Trator com trincheira",20,19500,27.9,1895.37294726151,-23.55803316348614,-46.8191377968437
432,"Spider, Giro-Zero ou Trator com trincheira",20,20000,32.8,16780.9276787112,-23.56265274044769,-46.8190379070638
433,Trator com braço articulado,20,20000,103.5,129.675544392289,-23.56078301363945,-46.820394975439
434,Trator com braço articulado,20,20500,55.9,1613.03858416687,-23.56463856044859,-46.8198840202032
435,Apenas manual,20,20000,95.0,346.617468366006,-23.56031578559705,-46.8203169049316
436,Trator com braço articulado,20,20000,18.0,628.13674506256,-23.56367549151115,-46.8191705295202
437,Apenas manual,20,20000,71.0,2196.85054695806,-23.56401164260069,-46.8200392630985
438,Apenas manual,20,20500,115.1,386.72759203534,-23.56455569170257,-46.8204656938683
439,Apenas manual,20,20500,61.5,238.405727392499,-23.56581103023302,-46.8199261710766
440,"Spider, Giro-Zero ou Trator com trincheira",20,20000,127.3,414.623725167947,-23.56264364817381,-46.820607035637
441,Apenas manual,20,20000,3.6,330.194774672229,-23.56319118872343,-46.8193885552435
442,Apenas manual,20,19500,45.6,1829.84349865394,-23.55826708187944,-46.8189621812558
443,Apenas manual,20,20000,26.7,2258.66513555832,-23.56306959563799,-46.8196158674241
444,Apenas manual,20,19500,74.7,144.201536407071,-23.55912945828999,-46.8201309400976
445,Apenas manual,20,19500,65.6,163.811051232507,-23.55839445751785,-46.8200503110668
446,Trator com braço articulado,20,20000,8.8,734.270094514419,-23.56056273051966,-46.8194686246836
447,Apenas manual,20,19500,57.3,60.3404730119888,-23.55791635747671,-46.8199741013334
448,Apenas manual,20,19500,37.1,460.448768369994,-23.55770622908137,-46.8190511855566
449,Apenas manual,20,20500,20.9,1805.72568895976,-23.56536670472852,-46.8191229815009
450,Apenas manual,20,20000,80.6,428.997059734448,-23.56000412443184,-46.8201790863916
451,Apenas manual,21,21500,93.8,784.700996761205,-23.57019237102663,-46.8128475751787
452,Apenas manual,21,21500,24.3,276.508992132288,-23.57058530645125,-46.8133916270504
453,Apenas manual,21,21000,145.0,595.02987778176,-23.5687631442712,-46.8138037648255
454,Apenas manual,21,21000,68.7,28.7639277996494,-23.56842146866329,-46.8153220703508
455,Apenas manual,21,21000,76.8,27.4508460533973,-23.56831148870757,-46.8153343555477
456,Trator com braço articulado,21,21500,56.6,217.000320553989,-23.5712325588935,-46.8121503059616
457,Apenas manual,21,21500,91.1,443.839045279282,-23.57067342758833,-46.8123145028701
458,Apenas manual,21,21500,113.0,154.379497622285,-23.57008546210799,-46.812694776531
459,"Spider, Giro-Zero ou Trator com trincheira",21,20500,48.2,170.979752432006,-23.5673549902619,-46.8182937599644
460,Apenas manual,21,20500,45.0,590.794822766601,-23.56676997604595,-46.8176319836648
461,"Spider, Giro-Zero ou Trator com trincheira",21,21500,20.1,1458.60272689387,-23.57063685525759,-46.8133912764934
462,Apenas manual,21,21000,82.6,157.831527860374,-23.56761231487049,-46.8160824295834
463,Trator com braço articulado,21,21500,114.9,144.356819274585,-23.57007820434283,-46.8126764243502
464,Trator com braço articulado,21,21500,3.1,114.66384718766,-23.57109134054124,-46.8130980849123
465,Trator com braço articulado,21,21000,61.3,109.418776916444,-23.56730004020009,-46.8167644491265
466,Apenas manual,21,20500,51.1,107.845701851313,-23.56739779855454,-46.8182842007895
467,Trator com braço articulado,21,21000,84.6,151.982439796601,-23.56759503526903,-46.8160744084372
468,Trator com braço articulado,21,21000,76.8,27.4508460533986,-23.56831148870765,-46.8153343555477
469,Trator com braço articulado,21,21000,68.7,28.7639277996494,-23.56842146866329,-46.8153220703508
470,"Spider, Giro-Zero ou Trator com trincheira",22,22000,36.5,2215.6771679656,-23.57478487367883,-46.8113921322253
471,"Spider, Giro-Zero ou Trator com trincheira",22,22000,31.8,1151.56409888749,-23.57793540875092,-46.8099777478927
472,Trator com braço articulado,22,22000,10.6,34.3564619935801,-23.57442610301609,-46.8110500635139
473,Apenas manual,22,22000,33.3,30.2167301508735,-23.57556992697156,-46.8110182904011
474,Apenas manual,22,22000,30.9,54.5867667923753,-23.57580206780273,-46.8108920006469
475,Apenas manual,22,22000,45.7,2403.92045216855,-23.57573790000833,-46.8101112209436
476,Apenas manual,22,21500,51.9,420.377626682454,-23.57413811566995,-46.8118345414602
477,Apenas manual,22,21500,41.5,808.597112950874,-23.57431187001729,-46.8116499470761
478,Apenas manual,22,22000,83.6,364.504724248734,-23.57788238159213,-46.8087829200022
479,Apenas manual,22,22000,69.0,886.451826231193,-23.57809076552796,-46.8088470159505
480,Apenas manual,22,21500,38.5,1115.61333655659,-23.57313534759059,-46.8121273112981
481,Apenas manual,22,22000,10.6,34.3564619935801,-23.57442610301609,-46.8110500635139
482,"Spider, Giro-Zero ou Trator com trincheira",22,21500,4.0,8328.40587641408,-23.57409928645458,-46.8112618249991
483,Apenas manual,22,22000,26.8,575.906535904539,-23.577153526894,-46.8102641897237
484,"Spider, Giro-Zero ou Trator com trincheira",22,22000,51.5,10344.8650756663,-23.5745869792998,-46.8105491841401
485,Trator com braço articulado,22,22000,35.3,25.3564787358703,-23.57557614825495,-46.8110366691895
486,Trator com braço articulado,22,22000,27.2,270.631755540949,-23.57771733924357,-46.8100237062725
487,Trator com braço articulado,22,22000,32.9,48.8416272694254,-23.57580872909283,-46.8109102078045
488,Trator com braço articulado,22,22000,31.7,55.4798270241623,-23.57609872413223,-46.8107724208535
489,Trator com braço articulado,22,21500,37.3,568.566887902392,-23.57421586185174,-46.811646627131
490,Trator com braço articulado,22,22000,57.0,730.691087718364,-23.57763560095999,-46.8091700199158
491,Trator com braço articulado,23,23000,9.5,40.046685858922,-23.58694126157724,-46.8093232478532
492,Apenas manual,23,23500,188.2,1265.28458430951,-23.59047147444098,-46.8117215328537
493,Trator com braço articulado,23,23000,14.5,401.684636249759,-23.58581618429653,-46.8090018192277
494,"Spider, Giro-Zero ou Trator com trincheira",23,23000,16.1,1953.99999991772,-23.58331177214934,-46.8087977258871
495,Apenas manual,23,24000,88.5,856.344943671233,-23.59326379089113,-46.809678282769
496,Apenas manual,23,24000,26.4,290.096272973735,-23.5931988050396,-46.8108214499629
497,Apenas manual,23,23500,106.8,1905.51810281369,-23.59089691303357,-46.8110139841941
498,Apenas manual,23,23500,90.3,883.409304286382,-23.59108227807081,-46.810896312719
499,Apenas manual,23,24000,95.1,598.362951144354,-23.59216364191847,-46.8112364344404
500,Apenas manual,23,24000,69.1,610.05267089434,-23.5929732280202,-46.8111919161888
501,Apenas manual,23,23000,125.6,337.976900608552,-23.58357958240951,-46.8077419324135
502,"Spider, Giro-Zero ou Trator com trincheira",23,24000,263.6,8357.0459936075,-23.59344259529447,-46.8079574178692
503,Apenas manual,23,23500,75.8,1199.19695572303,-23.59155843721526,-46.8093470012408
504,Trator com braço articulado,23,23000,27.9,96.727134658562,-23.58450059460238,-46.8087714982739
505,"Spider, Giro-Zero ou Trator com trincheira",23,22500,89.8,7381.17949703709,-23.58233420249315,-46.8079997906889
506,"Spider, Giro-Zero ou Trator com trincheira",23,23000,74.9,4803.15609960066,-23.5872691429088,-46.8085183705585
507,Trator com braço articulado,23,23500,36.1,185.645844993218,-23.58755339247925,-46.8096308535337
508,"Spider, Giro-Zero ou Trator com trincheira",23,23500,67.9,8564.21277883689,-23.59164604249455,-46.8094508292571
