km_marco_m,data_imagem,ndvi_mediana,n_pixels,nuvem_pct
9500,2020-01-27,0.5415,373,0.0
9500,2020-03-07,0.4016,373,0.0
9500,2020-03-12,0.4389,373,0.0
9500,2020-03-17,0.5412,373,0.0
9500,2020-03-27,0.4744,373,0.0
9500,2020-04-06,0.5212,373,0.0
9500,2020-04-21,0.4901,373,0.0
9500,2020-04-26,0.3966,373,0.0
9500,2020-05-01,0.3605,373,0.0
9500,2020-05-11,0.4321,373,0.0
9500,2020-05-16,0.3998,373,0.0
9500,2020-05-21,0.3813,373,0.0
9500,2020-05-26,0.4078,373,0.0
9500,2020-05-31,0.4039,373,0.0
9500,2020-06-20,0.4322,373,0.0
9500,2020-06-30,0.4278,373,0.0
9500,2020-07-10,0.3807,373,0.0
9500,2020-07-20,0.4282,373,0.0
9500,2020-07-25,0.4003,373,0.0
9500,2020-08-04,0.42,373,0.0
9500,2020-08-09,0.3844,373,0.0
9500,2020-08-19,0.3613,373,0.0
9500,2020-08-24,0.3928,373,0.0
9500,2020-08-29,0.3736,373,0.0
9500,2020-09-03,0.3847,373,0.0
9500,2020-09-08,0.3535,373,0.0
9500,2020-09-13,0.362,373,0.0
9500,2020-10-03,0.0606,318,0.1475
9500,2020-10-08,0.3142,333,0.1072
9500,2020-10-13,0.3304,373,0.0
9500,2020-10-18,0.3037,350,0.0617
9500,2020-10-23,0.4117,373,0.0
9500,2020-10-28,0.4433,373,0.0
9500,2020-11-07,0.3966,373,0.0
9500,2020-11-22,0.4285,373,0.0
9500,2021-01-16,0.4161,373,0.0
9500,2021-02-10,0.4896,373,0.0
9500,2021-02-15,0.4361,373,0.0
9500,2021-02-20,0.471,366,0.0188
9500,2021-03-02,0.4816,373,0.0
9500,2021-03-07,0.4198,300,0.1957
9500,2021-03-12,0.4593,373,0.0
9500,2021-03-22,0.5016,373,0.0
9500,2021-03-27,0.5562,373,0.0
9500,2021-04-11,0.5222,373,0.0
9500,2021-04-26,0.3693,339,0.0912
9500,2021-05-01,0.4547,373,0.0
9500,2021-05-06,0.4004,373,0.0
9500,2021-05-11,0.3655,373,0.0
9500,2021-05-21,0.3973,373,0.0
9500,2021-05-26,0.4708,373,0.0
9500,2021-06-05,0.5017,373,0.0
9500,2021-06-15,0.4346,373,0.0
9500,2021-06-20,0.4044,368,0.0134
9500,2021-06-25,0.3259,320,0.1421
9500,2021-07-10,0.3347,373,0.0
9500,2021-07-20,0.3844,373,0.0
9500,2021-07-25,0.3616,373,0.0
9500,2021-07-30,0.3652,373,0.0
9500,2021-08-09,0.3496,373,0.0
9500,2021-08-19,0.3498,373,0.0
9500,2021-08-24,0.3296,373,0.0
9500,2021-09-03,0.3572,373,0.0
9500,2021-09-23,0.3803,358,0.0402
9500,2021-09-28,0.3968,373,0.0
9500,2021-10-08,0.31,317,0.1501
9500,2021-10-23,0.3969,373,0.0
9500,2021-11-07,0.4513,373,0.0
9500,2021-11-17,0.447,373,0.0
9500,2021-11-22,0.4898,373,0.0
9500,2021-11-27,0.4736,342,0.0831
9500,2021-12-12,0.4199,373,0.0
9500,2021-12-22,0.4004,320,0.1421
9500,2022-01-16,0.4981,373,0.0
9500,2022-01-21,0.5094,373,0.0
9500,2022-01-26,0.4905,373,0.0
9500,2022-02-10,0.5572,373,0.0
9500,2022-02-20,0.533,373,0.0
9500,2022-03-02,0.5137,373,0.0
9500,2022-03-07,0.5057,373,0.0
9500,2022-03-22,0.4399,373,0.0
9500,2022-04-06,0.4898,318,0.1475
9500,2022-04-11,0.4863,373,0.0
9500,2022-04-21,0.5142,367,0.0161
9500,2022-04-26,0.5529,373,0.0
9500,2022-05-01,0.5566,373,0.0
9500,2022-05-11,0.4782,373,0.0
9500,2022-05-21,0.4787,373,0.0
9500,2022-05-26,0.4516,373,0.0
9500,2022-06-05,0.4552,373,0.0
9500,2022-06-25,0.4118,373,0.0
9500,2022-06-30,0.4352,373,0.0
9500,2022-07-05,0.4354,373,0.0
9500,2022-07-10,0.3846,304,0.185
9500,2022-07-20,0.3534,373,0.0
9500,2022-07-25,0.3612,373,0.0
9500,2022-08-14,0.3455,373,0.0
9500,2022-08-24,0.3188,373,0.0
9500,2022-09-18,0.3931,373,0.0
9500,2022-09-23,0.4118,373,0.0
9500,2022-10-23,0.4897,373,0.0
9500,2022-11-17,0.4979,373,0.0
9500,2022-11-27,0.5056,373,0.0
9500,2022-12-02,0.4778,373,0.0
9500,2022-12-17,0.483,304,0.185
9500,2023-01-16,0.3896,373,0.0
9500,2023-01-26,0.5019,373,0.0
9500,2023-02-05,0.5054,373,0.0
9500,2023-02-20,0.6083,364,0.0241
9500,2023-03-02,0.4831,373,0.0
9500,2023-03-17,0.4271,373,0.0
9500,2023-03-22,0.4553,373,0.0
9500,2023-04-01,0.5447,373,0.0
9500,2023-04-11,0.5647,373,0.0
9500,2023-04-16,0.5413,373,0.0
9500,2023-04-21,0.4443,373,0.0
9500,2023-05-01,0.4791,373,0.0
9500,2023-05-16,0.5642,373,0.0
9500,2023-05-21,0.5216,373,0.0
9500,2023-05-26,0.4983,373,0.0
9500,2023-06-05,0.5101,373,0.0
9500,2023-06-10,0.4709,373,0.0
9500,2023-06-20,0.474,373,0.0
9500,2023-06-25,0.4665,373,0.0
9500,2023-07-05,0.4668,373,0.0
9500,2023-07-15,0.4815,373,0.0
9500,2023-07-25,0.4543,373,0.0
9500,2023-08-04,0.4048,373,0.0
9500,2023-08-09,0.346,373,0.0
9500,2023-08-24,0.3375,373,0.0
9500,2023-09-03,0.4517,373,0.0
9500,2023-09-08,0.432,373,0.0
9500,2023-09-13,0.3652,373,0.0
9500,2023-09-18,0.3883,373,0.0
9500,2023-09-23,0.4197,373,0.0
9500,2023-10-03,0.126,373,0.0
9500,2023-10-23,0.5253,373,0.0
9500,2023-11-07,0.5169,373,0.0
9500,2023-11-12,0.455,373,0.0
9500,2023-12-02,0.5412,373,0.0
9500,2023-12-07,0.5414,373,0.0
9500,2023-12-17,0.5456,373,0.0
9500,2023-12-27,0.5178,373,0.0
9500,2024-01-11,0.5369,373,0.0
9500,2024-02-05,0.4546,373,0.0
9500,2024-03-11,0.5955,373,0.0
9500,2024-03-16,0.5493,373,0.0
9500,2024-03-31,0.3649,373,0.0
9500,2024-04-05,0.4309,373,0.0
9500,2024-04-10,0.4866,369,0.0107
9500,2024-04-20,0.5763,373,0.0
9500,2024-04-30,0.5563,373,0.0
9500,2024-05-05,0.5526,373,0.0
9500,2024-05-20,0.3848,373,0.0
9500,2024-05-30,0.4006,373,0.0
9500,2024-06-09,0.4469,373,0.0
9500,2024-06-14,0.4347,373,0.0
9500,2024-06-19,0.3808,373,0.0
9500,2024-06-24,0.3535,373,0.0
9500,2024-06-29,0.3457,373,0.0
9500,2024-07-19,0.4077,373,0.0
9500,2024-07-24,0.4164,373,0.0
9500,2024-07-29,0.3726,373,0.0
9500,2024-08-03,0.4202,373,0.0
9500,2024-08-08,0.3731,373,0.0
9500,2024-08-18,0.3458,373,0.0
9500,2024-08-23,0.3531,373,0.0
9500,2024-08-28,0.3731,373,0.0
9500,2024-09-02,0.3107,373,0.0
9500,2024-09-07,0.2951,373,0.0
9500,2024-09-12,0.3145,373,0.0
9500,2024-09-22,0.3572,373,0.0
9500,2024-10-02,0.2869,373,0.0
9500,2024-10-07,0.33,373,0.0
9500,2024-10-12,0.3615,373,0.0
9500,2024-10-17,0.3493,373,0.0
9500,2024-10-22,0.3848,373,0.0
9500,2024-11-01,0.4196,373,0.0
9500,2024-11-26,0.451,373,0.0
9500,2024-12-06,0.5019,311,0.1662
9500,2024-12-31,0.5524,373,0.0
9500,2025-01-15,0.5193,373,0.0
9500,2025-01-25,0.5098,373,0.0
9500,2025-02-14,0.4706,354,0.0509
9500,2025-02-19,0.4977,373,0.0
9500,2025-02-24,0.537,373,0.0
9500,2025-03-01,0.5761,373,0.0
9500,2025-03-06,0.5807,373,0.0
9500,2025-03-21,0.5958,373,0.0
9500,2025-04-12,0.5565,330,0.1153
9500,2025-04-15,0.5873,373,0.0
9500,2025-05-02,0.517,373,0.0
9500,2025-05-05,0.5255,373,0.0
9500,2025-05-15,0.5097,373,0.0
9500,2025-05-20,0.5057,373,0.0
9500,2025-05-25,0.5061,373,0.0
9500,2025-05-30,0.4823,373,0.0
9500,2025-06-04,0.4905,373,0.0
9500,2025-06-19,0.4857,373,0.0
9500,2025-06-29,0.5101,373,0.0
9500,2025-07-14,0.4275,373,0.0
9500,2025-07-19,0.4276,373,0.0
9500,2025-07-21,0.4048,373,0.0
9500,2025-07-29,0.435,373,0.0
9500,2025-08-03,0.3612,373,0.0
9500,2025-08-13,0.3803,373,0.0
9500,2025-08-30,0.3734,373,0.0
9500,2025-09-27,0.3656,373,0.0
9500,2025-10-22,0.4429,373,0.0
9500,2025-11-01,0.4004,373,0.0
9500,2025-11-11,0.4903,373,0.0
9500,2025-11-21,0.436,373,0.0
9500,2025-11-26,0.4709,373,0.0
9500,2025-12-01,0.436,373,0.0
9500,2025-12-06,0.4313,373,0.0
9500,2025-12-11,0.5057,373,0.0
9500,2025-12-26,0.5178,373,0.0
9500,2025-12-28,0.5598,373,0.0
9500,2026-01-10,0.5516,373,0.0
9500,2026-03-16,0.5452,373,0.0
9500,2026-03-21,0.5251,373,0.0
9500,2026-03-28,0.4407,373,0.0
9500,2026-04-05,0.4668,373,0.0
9500,2026-04-17,0.5264,373,0.0
9500,2026-04-20,0.5365,373,0.0
9500,2026-04-30,0.5221,373,0.0
9500,2026-05-05,0.5179,373,0.0
9500,2026-05-07,0.5091,373,0.0
9500,2026-06-19,0.4481,373,0.0
9500,2026-06-29,0.478,373,0.0
9500,2026-07-06,0.4904,373,0.0
9500,2026-07-09,0.5065,373,0.0
9500,2026-07-19,0.4742,373,0.0
9500,2026-07-26,0.4512,373,0.0
9500,2026-07-29,0.4239,373,0.0
9500,2026-08-18,0.4705,373,0.0
9500,2026-08-23,0.4832,373,0.0
9500,2026-09-04,0.4904,373,0.0
10000,2019-01-07,0.5247,199,0.0
10000,2019-01-12,0.5133,199,0.0
10000,2019-01-22,0.4983,199,0.0
10000,2019-01-27,0.5839,199,0.0
10000,2019-02-11,0.4992,199,0.0
10000,2019-03-23,0.6151,199,0.0
10000,2019-04-02,0.5528,199,0.0
10000,2019-04-07,0.3537,180,0.0955
10000,2019-04-12,0.4943,199,0.0
10000,2019-04-17,0.5097,190,0.0452
10000,2019-04-22,0.4936,199,0.0
10000,2019-04-27,0.5376,199,0.0
10000,2019-05-22,0.5686,199,0.0
10000,2019-05-27,0.5766,199,0.0
10000,2019-06-06,0.3884,199,0.0
10000,2019-06-11,0.544,199,0.0
10000,2019-06-16,0.51,199,0.0
10000,2019-06-26,0.5343,199,0.0
10000,2019-07-06,0.5839,199,0.0
10000,2019-07-11,0.5267,199,0.0
10000,2019-07-26,0.4551,199,0.0
10000,2019-07-31,0.5021,199,0.0
10000,2019-08-10,0.435,199,0.0
10000,2019-08-15,0.4547,199,0.0
10000,2019-08-30,0.3813,199,0.0
10000,2019-09-09,0.3764,199,0.0
10000,2019-09-14,0.3096,199,0.0
10000,2019-09-19,0.346,183,0.0804
10000,2019-09-29,0.377,199,0.0
10000,2019-10-04,0.3613,199,0.0
10000,2019-10-14,0.3113,199,0.0
10000,2019-11-03,0.3453,199,0.0
10000,2019-11-13,0.4243,199,0.0
10000,2019-11-23,0.3878,199,0.0
10000,2019-12-28,0.4322,197,0.0101
10000,2020-01-07,0.4356,188,0.0553
10000,2020-01-27,0.5574,199,0.0
10000,2020-03-07,0.4522,199,0.0
10000,2020-03-12,0.4719,199,0.0
10000,2020-03-17,0.5719,199,0.0
10000,2020-03-27,0.4974,199,0.0
10000,2020-04-06,0.5259,199,0.0
10000,2020-04-21,0.5019,199,0.0
10000,2020-04-26,0.4624,199,0.0
10000,2020-05-01,0.3574,199,0.0
10000,2020-05-11,0.4669,199,0.0
10000,2020-05-16,0.4595,199,0.0
10000,2020-05-21,0.4319,199,0.0
10000,2020-05-26,0.4496,199,0.0
10000,2020-05-31,0.4166,199,0.0
10000,2020-06-20,0.4669,199,0.0
10000,2020-06-30,0.4356,199,0.0
10000,2020-07-05,0.393,197,0.0101
10000,2020-07-10,0.4438,199,0.0
10000,2020-07-20,0.4509,199,0.0
10000,2020-07-25,0.4003,199,0.0
10000,2020-08-04,0.4039,199,0.0
10000,2020-08-09,0.3652,199,0.0
10000,2020-08-14,0.3379,199,0.0
10000,2020-08-19,0.3575,199,0.0
10000,2020-08-24,0.409,199,0.0
10000,2020-08-29,0.384,199,0.0
10000,2020-09-03,0.3853,199,0.0
10000,2020-09-08,0.3425,199,0.0
10000,2020-09-13,0.3347,199,0.0
10000,2020-10-13,0.3488,199,0.0
10000,2020-10-23,0.3769,199,0.0
10000,2020-10-28,0.4091,199,0.0
10000,2020-11-07,0.3963,199,0.0
10000,2020-11-22,0.4553,199,0.0
10000,2021-01-16,0.3857,199,0.0
10000,2021-01-21,0.4546,199,0.0
10000,2021-02-10,0.4668,199,0.0
10000,2021-02-15,0.525,199,0.0
10000,2021-02-20,0.4555,195,0.0201
10000,2021-03-02,0.4779,199,0.0
10000,2021-03-12,0.5174,199,0.0
10000,2021-03-22,0.5295,199,0.0
10000,2021-03-27,0.5478,199,0.0
10000,2021-04-11,0.5614,199,0.0
10000,2021-05-01,0.4868,199,0.0
10000,2021-05-06,0.4788,199,0.0
10000,2021-05-11,0.4435,199,0.0
10000,2021-05-21,0.4784,199,0.0
10000,2021-05-26,0.4939,199,0.0
10000,2021-06-05,0.5293,199,0.0
10000,2021-06-15,0.4862,199,0.0
10000,2021-06-20,0.4587,199,0.0
10000,2021-07-10,0.4123,199,0.0
10000,2021-07-20,0.3972,199,0.0
10000,2021-07-25,0.3722,199,0.0
10000,2021-07-30,0.369,199,0.0
10000,2021-08-09,0.3374,199,0.0
10000,2021-08-19,0.3302,199,0.0
10000,2021-08-24,0.3257,199,0.0
10000,2021-09-03,0.3494,199,0.0
10000,2021-09-23,0.2877,163,0.1809
10000,2021-09-28,0.3889,199,0.0
10000,2021-10-08,0.3499,199,0.0
10000,2021-10-23,0.4194,199,0.0
10000,2021-11-07,0.4669,199,0.0
10000,2021-11-17,0.4237,199,0.0
10000,2021-11-22,0.4749,199,0.0
10000,2021-11-27,0.4629,160,0.196
10000,2021-12-12,0.4226,199,0.0
10000,2022-01-16,0.53,199,0.0
10000,2022-01-21,0.5057,199,0.0
10000,2022-01-26,0.5209,199,0.0
10000,2022-02-10,0.5403,199,0.0
10000,2022-02-20,0.5289,199,0.0
10000,2022-03-02,0.5327,199,0.0
10000,2022-03-07,0.5172,199,0.0
10000,2022-03-22,0.5959,199,0.0
10000,2022-04-11,0.4117,199,0.0
10000,2022-04-21,0.4941,163,0.1809
10000,2022-04-26,0.5716,199,0.0
10000,2022-05-01,0.5755,199,0.0
10000,2022-05-11,0.5578,199,0.0
10000,2022-05-21,0.5303,199,0.0
10000,2022-05-26,0.4894,199,0.0
10000,2022-06-05,0.455,199,0.0
10000,2022-06-25,0.4592,199,0.0
10000,2022-06-30,0.5025,199,0.0
10000,2022-07-05,0.4868,199,0.0
10000,2022-07-20,0.3302,199,0.0
10000,2022-07-25,0.3421,199,0.0
10000,2022-07-30,0.2876,172,0.1357
10000,2022-08-14,0.3449,199,0.0
10000,2022-08-24,0.3304,199,0.0
10000,2022-09-03,0.0874,167,0.1608
10000,2022-09-18,0.3611,199,0.0
10000,2022-09-23,0.3822,199,0.0
10000,2022-10-23,0.4714,199,0.0
10000,2022-11-17,0.4947,199,0.0
10000,2022-11-27,0.4793,199,0.0
10000,2022-12-02,0.4553,199,0.0
10000,2023-01-16,0.4081,199,0.0
10000,2023-01-26,0.4749,199,0.0
10000,2023-02-05,0.4641,199,0.0
10000,2023-02-20,0.5801,199,0.0
10000,2023-03-02,0.554,199,0.0
10000,2023-03-17,0.569,199,0.0
10000,2023-03-22,0.5886,199,0.0
10000,2023-04-01,0.5527,199,0.0
10000,2023-04-11,0.5329,199,0.0
10000,2023-04-16,0.5733,199,0.0
10000,2023-04-21,0.5962,199,0.0
10000,2023-05-01,0.5883,199,0.0
10000,2023-05-11,0.4542,187,0.0603
10000,2023-05-16,0.6153,199,0.0
10000,2023-05-21,0.5797,199,0.0
10000,2023-05-26,0.5483,199,0.0
10000,2023-06-05,0.545,199,0.0
10000,2023-06-10,0.509,199,0.0
10000,2023-06-20,0.4907,199,0.0
10000,2023-06-25,0.4901,199,0.0
10000,2023-07-05,0.4977,199,0.0
10000,2023-07-15,0.4975,199,0.0
10000,2023-07-25,0.4863,199,0.0
10000,2023-07-30,0.247,187,0.0603
10000,2023-08-04,0.4275,199,0.0
10000,2023-08-09,0.3965,199,0.0
10000,2023-08-24,0.3337,199,0.0
10000,2023-09-03,0.4163,199,0.0
10000,2023-09-08,0.4356,199,0.0
10000,2023-09-13,0.4234,199,0.0
10000,2023-09-18,0.4117,199,0.0
10000,2023-09-23,0.419,199,0.0
10000,2023-10-03,0.0725,199,0.0
10000,2023-10-23,0.5213,199,0.0
10000,2023-11-07,0.5526,199,0.0
10000,2023-11-12,0.4399,199,0.0
10000,2023-11-17,0.3571,199,0.0
10000,2023-11-22,0.4817,199,0.0
10000,2023-12-02,0.5638,199,0.0
10000,2023-12-07,0.5131,199,0.0
10000,2023-12-17,0.5326,199,0.0
10000,2023-12-27,0.4747,199,0.0
10000,2024-01-11,0.4903,198,0.005
10000,2024-01-16,0.4863,199,0.0
10000,2024-02-05,0.5918,199,0.0
10000,2024-03-06,0.51,193,0.0302
10000,2024-03-11,0.611,199,0.0
10000,2024-03-16,0.5413,199,0.0
10000,2024-03-31,0.5682,199,0.0
10000,2024-04-05,0.5794,199,0.0
10000,2024-04-10,0.5816,199,0.0
10000,2024-04-20,0.6199,199,0.0
10000,2024-04-30,0.5913,199,0.0
10000,2024-05-05,0.5879,199,0.0
10000,2024-05-20,0.4393,198,0.005
10000,2024-05-30,0.3652,199,0.0
10000,2024-06-09,0.4668,199,0.0
10000,2024-06-14,0.4524,199,0.0
10000,2024-06-19,0.4156,199,0.0
10000,2024-06-24,0.3962,199,0.0
10000,2024-06-29,0.373,199,0.0
10000,2024-07-19,0.432,199,0.0
10000,2024-07-24,0.4434,199,0.0
10000,2024-07-29,0.365,199,0.0
10000,2024-08-03,0.4199,199,0.0
10000,2024-08-08,0.3687,199,0.0
10000,2024-08-18,0.3851,199,0.0
10000,2024-08-23,0.3654,199,0.0
10000,2024-08-28,0.3575,199,0.0
10000,2024-09-02,0.2987,199,0.0
10000,2024-09-07,0.2674,199,0.0
10000,2024-09-12,0.2998,199,0.0
10000,2024-09-22,0.3407,199,0.0
10000,2024-10-02,0.2914,199,0.0
10000,2024-10-07,0.3382,199,0.0
10000,2024-10-12,0.3808,199,0.0
10000,2024-10-17,0.3542,199,0.0
10000,2024-10-22,0.3933,199,0.0
10000,2024-11-01,0.4044,199,0.0
10000,2024-11-26,0.4628,199,0.0
10000,2024-12-01,0.4668,168,0.1558
10000,2024-12-06,0.4714,199,0.0
10000,2024-12-31,0.5136,199,0.0
10000,2025-01-05,0.4858,199,0.0
10000,2025-01-15,0.4703,199,0.0
10000,2025-01-25,0.47,199,0.0
10000,2025-02-09,0.5009,196,0.0151
10000,2025-02-19,0.5688,199,0.0
10000,2025-02-24,0.5727,199,0.0
10000,2025-03-01,0.5919,199,0.0
10000,2025-03-06,0.5796,199,0.0
10000,2025-03-21,0.5731,199,0.0
10000,2025-03-31,0.2755,181,0.0905
10000,2025-04-12,0.5174,199,0.0
10000,2025-04-15,0.5293,199,0.0
10000,2025-05-02,0.5957,199,0.0
10000,2025-05-05,0.5795,199,0.0
10000,2025-05-15,0.6044,199,0.0
10000,2025-05-20,0.5838,199,0.0
10000,2025-05-25,0.5724,199,0.0
10000,2025-05-30,0.5366,199,0.0
10000,2025-06-04,0.5299,199,0.0
10000,2025-06-19,0.5331,199,0.0
10000,2025-06-29,0.5418,199,0.0
10000,2025-07-14,0.4245,199,0.0
10000,2025-07-19,0.4316,199,0.0
10000,2025-07-21,0.4168,199,0.0
10000,2025-07-24,0.2403,177,0.1106
10000,2025-07-29,0.3962,199,0.0
10000,2025-08-03,0.349,197,0.0101
10000,2025-08-13,0.3804,199,0.0
10000,2025-08-30,0.3655,199,0.0
10000,2025-09-27,0.3538,199,0.0
10000,2025-10-22,0.4044,199,0.0
10000,2025-11-01,0.4159,199,0.0
10000,2025-11-11,0.467,199,0.0
10000,2025-11-21,0.4782,199,0.0
10000,2025-11-26,0.5098,199,0.0
10000,2025-12-01,0.4154,199,0.0
10000,2025-12-06,0.4009,199,0.0
10000,2025-12-11,0.4706,199,0.0
10000,2025-12-26,0.5131,199,0.0
10000,2025-12-28,0.5365,199,0.0
10000,2026-01-10,0.5449,199,0.0
10000,2026-03-16,0.5874,199,0.0
10000,2026-03-21,0.5769,199,0.0
10000,2026-03-28,0.5187,199,0.0
10000,2026-04-05,0.4816,197,0.0101
10000,2026-04-17,0.5411,199,0.0
10000,2026-04-20,0.5361,199,0.0
10000,2026-04-30,0.5334,199,0.0
10000,2026-05-05,0.5376,199,0.0
10000,2026-05-07,0.5296,199,0.0
10000,2026-06-19,0.4898,199,0.0
10000,2026-06-29,0.4857,199,0.0
10000,2026-07-06,0.4979,199,0.0
10000,2026-07-09,0.4979,199,0.0
10000,2026-07-19,0.5252,199,0.0
10000,2026-07-26,0.5143,199,0.0
10000,2026-07-29,0.482,199,0.0
10000,2026-08-08,0.443,199,0.0
10000,2026-08-18,0.4043,199,0.0
10000,2026-08-23,0.3968,199,0.0
10000,2026-09-04,0.4353,199,0.0
10500,2019-01-07,0.6412,77,0.0
10500,2019-01-12,0.4862,77,0.0
10500,2019-01-22,0.5239,77,0.0
10500,2019-01-27,0.6458,77,0.0
10500,2019-02-11,0.5585,77,0.0
10500,2019-03-18,0.4974,63,0.1818
10500,2019-03-23,0.6935,77,0.0
10500,2019-04-02,0.4713,77,0.0
10500,2019-04-07,0.3348,77,0.0
10500,2019-04-12,0.5187,77,0.0
10500,2019-04-22,0.5457,77,0.0
10500,2019-04-27,0.626,77,0.0
10500,2019-05-12,0.391,73,0.0519
10500,2019-05-22,0.6147,77,0.0
10500,2019-05-27,0.6507,77,0.0
10500,2019-06-06,0.5916,77,0.0
10500,2019-06-11,0.6455,77,0.0
10500,2019-06-16,0.6032,77,0.0
10500,2019-06-26,0.6161,77,0.0
10500,2019-07-06,0.6476,77,0.0
10500,2019-07-11,0.572,77,0.0
10500,2019-07-26,0.3816,77,0.0
10500,2019-07-31,0.4268,77,0.0
10500,2019-08-10,0.3583,77,0.0
10500,2019-08-15,0.3899,77,0.0
10500,2019-08-30,0.4079,77,0.0
10500,2019-09-09,0.4397,77,0.0
10500,2019-09-14,0.3863,77,0.0
10500,2019-09-19,0.3306,77,0.0
10500,2019-09-29,0.439,77,0.0
10500,2019-10-04,0.4215,77,0.0
10500,2019-10-14,0.447,77,0.0
10500,2019-11-03,0.4555,77,0.0
10500,2019-11-13,0.4782,77,0.0
10500,2019-11-23,0.4117,77,0.0
10500,2019-12-28,0.5015,77,0.0
10500,2020-01-07,0.5928,77,0.0
10500,2020-01-27,0.5366,77,0.0
10500,2020-03-07,0.4003,77,0.0
10500,2020-03-12,0.5354,77,0.0
10500,2020-03-17,0.6197,77,0.0
10500,2020-03-27,0.5937,77,0.0
10500,2020-04-01,0.3406,77,0.0
10500,2020-04-06,0.6003,77,0.0
10500,2020-04-21,0.5873,77,0.0
10500,2020-04-26,0.5569,77,0.0
10500,2020-05-01,0.4915,77,0.0
10500,2020-05-11,0.4787,77,0.0
10500,2020-05-16,0.473,77,0.0
10500,2020-05-21,0.4716,77,0.0
10500,2020-05-26,0.5087,77,0.0
10500,2020-05-31,0.4629,77,0.0
10500,2020-06-20,0.513,77,0.0
10500,2020-06-30,0.5228,77,0.0
10500,2020-07-10,0.4666,77,0.0
10500,2020-07-20,0.504,77,0.0
10500,2020-07-25,0.4588,77,0.0
10500,2020-08-04,0.4778,77,0.0
10500,2020-08-09,0.4282,77,0.0
10500,2020-08-14,0.4197,77,0.0
10500,2020-08-19,0.4943,77,0.0
10500,2020-08-24,0.5335,77,0.0
10500,2020-08-29,0.5134,77,0.0
10500,2020-09-03,0.5016,77,0.0
10500,2020-09-08,0.461,77,0.0
10500,2020-09-13,0.4601,77,0.0
10500,2020-10-13,0.4171,77,0.0
10500,2020-10-18,0.2212,77,0.0
10500,2020-10-23,0.4693,77,0.0
10500,2020-10-28,0.5289,77,0.0
10500,2020-11-07,0.4295,77,0.0
10500,2020-11-22,0.5671,77,0.0
10500,2021-01-16,0.4834,77,0.0
10500,2021-01-21,0.5082,77,0.0
10500,2021-02-10,0.569,77,0.0
10500,2021-02-15,0.6265,77,0.0
10500,2021-02-20,0.4509,65,0.1558
10500,2021-03-02,0.5905,77,0.0
10500,2021-03-12,0.5306,77,0.0
10500,2021-03-22,0.6185,77,0.0
10500,2021-03-27,0.6425,77,0.0
10500,2021-04-11,0.5641,77,0.0
10500,2021-05-01,0.4194,77,0.0
10500,2021-05-06,0.4436,77,0.0
10500,2021-05-11,0.4244,77,0.0
10500,2021-05-21,0.4795,77,0.0
10500,2021-05-26,0.4835,77,0.0
10500,2021-06-05,0.5293,77,0.0
10500,2021-06-15,0.4588,77,0.0
10500,2021-06-20,0.439,77,0.0
10500,2021-07-10,0.4502,77,0.0
10500,2021-07-20,0.443,77,0.0
10500,2021-07-25,0.431,77,0.0
10500,2021-07-30,0.4114,77,0.0
10500,2021-08-09,0.3883,77,0.0
10500,2021-08-19,0.4024,77,0.0
10500,2021-08-24,0.3354,77,0.0
10500,2021-09-03,0.3796,77,0.0
10500,2021-09-23,0.2233,77,0.0
10500,2021-09-28,0.4012,77,0.0
10500,2021-10-08,0.3649,77,0.0
10500,2021-10-13,0.3882,73,0.0519
10500,2021-10-23,0.5062,77,0.0
10500,2021-11-07,0.4345,77,0.0
10500,2021-11-17,0.4567,77,0.0
10500,2021-11-22,0.5377,77,0.0
10500,2021-11-27,0.5749,77,0.0
10500,2021-12-12,0.5602,77,0.0
10500,2022-01-16,0.6888,77,0.0
10500,2022-01-21,0.5878,77,0.0
10500,2022-01-26,0.6064,77,0.0
10500,2022-02-10,0.6578,77,0.0
10500,2022-02-20,0.5379,77,0.0
10500,2022-03-02,0.5568,77,0.0
10500,2022-03-07,0.5575,77,0.0
10500,2022-03-22,0.639,77,0.0
10500,2022-04-11,0.5928,77,0.0
10500,2022-04-16,0.6097,77,0.0
10500,2022-04-26,0.6202,77,0.0
10500,2022-05-01,0.6166,77,0.0
10500,2022-05-11,0.6154,77,0.0
10500,2022-05-21,0.5423,77,0.0
10500,2022-05-26,0.5099,77,0.0
10500,2022-06-05,0.5203,77,0.0
10500,2022-06-25,0.4316,77,0.0
10500,2022-06-30,0.456,77,0.0
10500,2022-07-05,0.443,77,0.0
10500,2022-07-10,0.3768,77,0.0
10500,2022-07-20,0.345,77,0.0
10500,2022-07-25,0.3386,77,0.0
10500,2022-07-30,0.3844,70,0.0909
10500,2022-08-14,0.36,77,0.0
10500,2022-08-24,0.3485,77,0.0
10500,2022-09-18,0.4174,77,0.0
10500,2022-09-23,0.4568,77,0.0
10500,2022-10-23,0.4904,77,0.0
10500,2022-11-17,0.5601,77,0.0
10500,2022-11-27,0.489,77,0.0
10500,2022-12-02,0.5181,77,0.0
10500,2023-01-16,0.4865,77,0.0
10500,2023-01-26,0.5819,77,0.0
10500,2023-02-05,0.5426,77,0.0
10500,2023-02-20,0.6743,77,0.0
10500,2023-03-02,0.3872,77,0.0
10500,2023-03-17,0.5164,77,0.0
10500,2023-03-22,0.5446,77,0.0
10500,2023-04-01,0.6067,77,0.0
10500,2023-04-11,0.6076,77,0.0
